,X,Y
0,0.25544072839309706,-0.3446996169554805
1,0.34436311415141063,-0.3560593856458548
2,0.48714688015433927,-0.10639548301101284
3,0.035776939663548224,-0.27670003542767213
4,0.007741586570742198,-0.2824497959921092
5,0.6676654479529134,-0.28623019277383627
6,0.5174094862507318,-0.05617067425820771
7,0.008998663637544757,-0.3003579240829001
8,0.9698263119772308,0.29422879866521456
9,0.7360722755483685,-0.2729224291632602
10,0.426177936077211,-0.23953166823435615
11,0.4711754470228995,-0.13513676636542082
12,0.11310010220404221,-0.2715555070165133
13,0.5145912397955384,-0.020812030552964732
14,0.4550615639462383,-0.1929554604029034
15,0.3377853479058125,-0.3323669900024499
16,0.987636145088886,0.3767664498506777
17,0.5410675769080256,-0.01900755026923725
18,0.2737816374655583,-0.31980259549000317
19,0.6747051259428316,-0.2781064385820598
20,0.22247203164915996,-0.2801109418949506
21,0.3391107585795943,-0.3098063900418715
22,0.7078937148667266,-0.27738226697568547
23,0.7954072755767091,-0.23513992195871006
24,0.6155942942070175,-0.07974887081068752
25,0.9383718170307976,0.2867040800681866
26,0.292350807370672,-0.3814222208634287
27,0.9006805877524574,0.2586810388654823
28,0.8705061870376122,0.15891719096598803
29,0.3124996157468233,-0.3452559415710696
30,0.17913297362457437,-0.2850060382788016
31,0.7239398767466966,-0.30865017255267785
32,0.41071379161316246,-0.23452917296732856
33,0.720820546908546,-0.3147663349093834
34,0.022855851533478244,-0.3212961524860798
35,0.12055868913805545,-0.2069791923958249
36,0.46567554821142376,-0.1664391348142683
37,0.6824039383374276,-0.31590811701804505
38,0.6169411972610166,-0.11030099476819964
39,0.3372168879923396,-0.3871943054360382
40,0.7558586314261448,-0.23462366543307767
41,0.08164976225974963,-0.26199198205243224
42,0.4687753661602019,-0.06796277946389524
43,0.3330948281126376,-0.30908071137304366
44,0.9808846176469029,0.2903708716420003
45,0.4865107191902813,-0.04444498861843458
46,0.9363287085528195,0.36995166447171446
47,0.46906251849345715,-0.12796421824908513
48,0.11427035855461776,-0.2512703447904969
49,0.44205153829390986,-0.16775833214995184
50,0.43736114946784654,-0.184614582761038
51,0.31863641628820416,-0.40118958132435634
52,0.08297349400638154,-0.32451911681520335
53,0.7483470642559221,-0.2695813575574587
54,0.7241226432876587,-0.3344178869075347
55,0.1032527604334248,-0.27165059963336613
56,0.1324531245528956,-0.21357476396142075
57,0.6867988228949307,-0.30280108429531577
58,0.4841609245208661,-0.05444683800199023
59,0.6863046944351132,-0.245459333706419
60,0.48449302934228056,-0.05690235560399783
61,0.07211236511143171,-0.29782611645369955
62,0.3076364592159905,-0.3366097264533825
63,0.6236627383322887,-0.1513620697768535
64,0.8727025653419697,0.1797935055007081
65,0.3630049125993967,-0.369488018650999
66,0.13027567165217968,-0.24611127631472351
67,0.9226643378975964,0.31047740269317664
68,0.7247046690788179,-0.29724653613963653
69,0.27393831645715594,-0.3434916143600944
70,0.5715672384153827,-0.09074600294591557
71,0.7818533305798787,-0.2633399933462967
72,0.7010704616769619,-0.2725817222217715
73,0.4297504037147454,-0.1664140793841594
74,0.552431830901463,-0.07473954796978452
75,0.07809967604411694,-0.31781633286793215
76,0.054692881881226896,-0.30945053600002215
77,0.015434108919569423,-0.3033010280315137
78,0.23586705121852214,-0.337201943828286
79,0.8745117458296716,0.18650403677248956
80,0.48100135385214393,-0.1219787576921237
81,0.003447758365837439,-0.2527809610465826
82,0.7230663986648068,-0.28504269036409974
83,0.3360392615988983,-0.34521292963446026
84,0.30463146093747495,-0.4027448290702224
85,0.41722090485941854,-0.24574614684603752
86,0.6911714546374288,-0.31313822337159375
87,0.8998995973335937,0.21511880518967474
88,0.29021339780592625,-0.37346213976722814
89,0.25628399692191395,-0.35272288229932414
90,0.3011900917334911,-0.31241547717132984
91,0.8930669018037142,0.21248719320038179
