,X,Y,Z
0,21.61232064998449,112.0,569.775358700031
1,14.246162629167252,101.0,506.5076747416655
2,17.041772317767688,103.0,572.9164553644646
3,4.868178562610549,115.0,655.263642874779
4,16.919905443930944,56.0,272.16018911213814
5,18.010401781111298,73.0,398.97919643777743
6,19.443363146517452,40.0,235.1132737069651
7,20.86962587021162,50.0,294.26074825957676
8,4.0526817388542495,53.0,275.8946365222915
9,18.058073329571727,59.0,322.88385334085655
10,13.074810132063252,53.0,284.8503797358735
11,4.646129657654672,48.0,318.70774068469063
12,14.860765413707462,78.0,443.27846917258506
13,14.792768716911777,42.0,234.41446256617644
14,18.931326861590897,87.0,461.1373462768182
15,13.039740903834636,112.0,591.9205181923307
16,18.836925810413174,97.0,488.3261483791737
17,19.99847472902715,94.0,489.0030505419457
18,7.3208297577175845,85.0,421.35834048456485
19,10.652516760978946,50.0,246.6949664780421
20,18.197810692225325,101.0,528.6043786155494
21,9.037717879897299,65.0,347.9245642402054
22,4.782098496443717,44.0,295.43580300711255
23,5.105192293327825,74.0,363.78961541334434
24,13.3361239551784,54.0,329.3277520896432
25,4.235929458126138,106.0,585.5281410837478
26,10.618299767913232,68.0,329.7634004641735
27,15.123021712229628,62.0,377.75395657554077
28,13.55869391220781,90.0,499.88261217558437
29,15.497525390998955,85.0,460.0049492180021
30,8.359190952888179,44.0,227.28161809422363
31,21.67111051155986,87.0,464.6577789768803
32,4.560049299511011,119.0,675.8799014009779
33,3.833800551752014,97.0,511.332398896496
34,10.45439002891975,84.0,472.0912199421605
35,5.061126562617538,69.0,339.8777468747649
36,8.422419382932567,63.0,384.1551612341349
37,18.920153915795538,113.0,577.1596921684089
38,20.07104662592679,111.0,531.8579067481464
39,18.449084619572087,46.0,285.1018307608558
40,18.29534297399352,103.0,554.409314052013
41,17.935085066736363,81.0,381.1298298665273
42,18.47287752902429,92.0,508.0542449419514
43,7.618958493098529,57.0,290.76208301380296
44,8.020599748818764,88.0,478.95880050236246
45,16.138759433177967,45.0,270.72248113364407
46,3.782697252137513,72.0,397.43460549572495
47,20.278617402105773,117.0,632.4427651957884
48,21.941401007618722,91.0,429.1171979847626
49,5.9566391500592,70.0,436.0867216998816
50,9.275358662214247,119.0,580.4492826755715
51,16.65843532950115,84.0,465.6831293409977
52,18.523885153778174,87.0,492.95222969244367
53,21.09724306847689,105.0,519.8055138630463
54,10.833475267563674,82.0,391.33304946487266
55,7.968512363340808,47.0,311.0629752733184
56,7.029664035736232,51.0,299.94067192852754
57,18.15611734033828,91.0,511.68776531932343
58,17.608305496105377,93.0,435.78338900778925
59,3.9336963600183443,114.0,610.1326072799633
60,16.09755636496591,100.0,524.8048872700682
61,9.31596675227089,117.0,616.3680664954583
62,21.253842210220437,102.0,498.4923155795591
63,12.435426075790641,78.0,378.1291478484187
64,16.223184694561205,71.0,350.5536306108776
65,13.4864512326235,111.0,627.027097534753
66,4.125058193597768,93.0,487.74988361280447
67,5.733124619033095,90.0,445.5337507619338
68,19.2112374480122,96.0,478.57752510397563
69,19.56877750727888,48.0,259.86244498544227
70,12.008309272660105,102.0,544.9833814546798
71,20.636292926308492,48.0,203.727414147383
72,6.588478912238731,61.0,322.8230421755225
73,18.6293626070324,45.0,264.74127478593516
74,8.031477733596171,90.0,489.93704453280765
75,19.63213581361388,87.0,400.73572837277226
76,14.027544329234292,84.0,421.9449113415314
77,2.0557323291725753,105.0,536.8885353416548
78,11.083124498358014,47.0,284.83375100328396
79,5.510107189115537,97.0,547.9797856217689
80,21.60602529927992,97.0,512.7879494014402
81,14.84812316461789,51.0,314.3037536707642
82,21.259722288188172,61.0,344.4805554236236
83,10.782755990182514,85.0,437.43448801963495
84,17.982484457345002,104.0,505.03503108531004
85,2.2778783664190154,93.0,511.44424326716194
86,5.1210725386609255,45.0,253.75785492267812
87,7.579823775024804,97.0,489.8403524499504
88,13.238091896635975,74.0,401.52381620672804
89,20.129564439578832,93.0,497.7408711208423
90,14.695840339455486,98.0,498.608319321089
91,12.732456280841214,99.0,546.5350874383175
92,6.518443373904817,110.0,604.9631132521904
93,18.721270516305502,96.0,468.557458967389
94,4.2749747332726695,52.0,308.45005053345466
95,12.939284318717814,95.0,515.1214313625644
96,15.345481709539168,111.0,589.3090365809217
97,19.88669098845473,102.0,528.2266180230905
98,6.910890999574249,44.0,227.17821800085153
99,18.992672207062615,113.0,556.0146555858747
100,20.337532399285443,119.0,632.3249352014291
101,15.804800616835758,62.0,312.3903987663285
102,14.855442887837976,47.0,249.28911422432404
103,21.903210004603356,101.0,465.1935799907933
104,20.208316154967093,114.0,563.5833676900659
105,18.168354605820415,118.0,652.6632907883592
106,6.511324895107287,73.0,422.9773502097854
107,13.105085988696022,61.0,333.78982802260794
108,14.301897821285497,60.0,300.396204357429
109,13.448561914702896,78.0,437.1028761705942
110,17.14353307826051,61.0,312.712933843479
111,2.5313667979347825,103.0,517.9372664041305
112,5.858961774978853,87.0,477.28207645004227
113,8.278389844730139,99.0,541.4432203105397
114,9.369526143611452,96.0,552.2609477127771
115,11.607740775798064,113.0,622.7845184484039
116,11.611260788614846,93.0,508.7774784227703
117,2.792897809395574,118.0,591.4142043812088
118,4.543263504838227,100.0,567.9134729903235
119,5.990853775389187,73.0,380.01829244922163
120,17.02443785390864,111.0,584.9511242921827
121,17.39743705564223,92.0,508.20512588871554
122,18.53263227294395,97.0,464.9347354541121
123,13.98978290116347,93.0,477.02043419767307
124,8.740638112811222,58.0,325.5187237743776
125,14.584040473862467,86.0,455.83191905227505
126,6.2973259450357615,101.0,538.4053481099285
127,14.287919975443787,110.0,547.4241600491124
128,5.161395368456779,114.0,613.6772092630864
129,7.790867220928901,47.0,252.4182655581422
130,20.2709547649968,81.0,439.45809047000637
131,16.722158985390976,54.0,281.555682029218
132,19.82604908154449,60.0,272.34790183691103
133,13.236514650495975,118.0,584.5269706990081
134,18.186810988748796,108.0,541.6263780225024
135,10.973073591626147,67.0,318.05385281674774
136,12.818093180181844,87.0,489.3638136396363
137,3.118792104006572,48.0,250.76241579198688
138,19.360758538449918,95.0,489.27848292310017
139,19.89392097430788,110.0,520.2121580513842
140,8.453664357628812,107.0,559.0926712847423
141,13.706021773438483,115.0,634.5879564531231
142,13.89120732068311,95.0,486.21758535863376
143,11.674318500663109,49.0,311.6513629986738
144,16.49775909534855,84.0,476.0044818093029
145,10.43158445258137,52.0,292.13683109483725
146,5.926094617121329,89.0,472.14781076575736
147,17.765958300788885,95.0,508.4680833984222
148,18.880770430949802,94.0,471.2384591381004
149,13.306773783535549,74.0,361.3864524329289
150,17.736416945828836,101.0,505.52716610834227
151,3.262239093123474,109.0,542.4755218137531
152,17.17093588371555,117.0,597.6581282325689
153,9.467109282376343,73.0,444.0657814352473
154,7.076105111546836,57.0,313.8477897769063
155,3.4577071437197975,46.0,234.0845857125604
156,3.0571449345476003,75.0,424.8857101309048
157,20.113755924624158,46.0,251.77248815075168
158,5.696715644878418,82.0,465.60656871024315
159,18.73103723907243,48.0,248.53792552185513
160,14.682946876157974,112.0,620.634106247684
161,3.6139198398875987,79.0,419.77216032022477
162,13.775348644067442,113.0,602.4493027118651
163,2.1299976751917087,81.0,405.7400046496166
164,17.26204219884054,89.0,479.47591560231893
165,21.353307065813365,97.0,520.2933858683732
166,18.05614289913072,119.0,609.8877142017386
167,19.092900538430154,93.0,470.8141989231397
168,20.004167433578353,106.0,544.9916651328433
169,9.31297454862537,119.0,584.3740509027492
170,8.626047085316522,113.0,560.7479058293669
171,18.063224506538404,47.0,203.8735509869232
172,11.671976045973485,55.0,295.65604790805304
173,18.625525158848024,118.0,649.748949682304
174,5.622026471711197,40.0,262.7559470565776
175,20.177014880495584,110.0,554.6459702390089
176,11.699061905561281,113.0,606.6018761888774
177,3.4256443343912117,60.0,339.14871133121756
178,13.382219912541128,106.0,509.23556017491774
179,15.967179695202955,51.0,225.06564060959408
180,2.943992318340523,89.0,491.11201536331896
181,5.156281613521205,73.0,442.6874367729576
182,18.91350249713792,119.0,627.1729950057241
183,2.7608368945533672,99.0,495.4783262108932
184,9.75253591644905,111.0,545.4949281671019
185,4.126823798343183,60.0,304.7463524033136
186,12.468646007431623,81.0,390.06270798513674
187,5.371568480497402,107.0,585.2568630390052
188,14.333919990261382,116.0,608.3321600194772
189,20.771790327591827,112.0,543.4564193448164
190,18.977794669713532,70.0,395.0444106605729
191,14.789204394411948,56.0,275.4215912111761
192,16.61568163600233,54.0,277.76863672799533
193,18.89158041721621,50.0,310.2168391655676
194,14.754563417350635,107.0,535.4908731652987
195,11.40790152098318,104.0,513.1841969580337
196,4.02344812212937,61.0,369.95310375574127
197,5.646827868946893,50.0,318.7063442621062
198,7.700386090486315,47.0,274.59922781902736
199,21.380948493277884,46.0,253.23810301344423
200,17.79637624945008,86.0,469.40724750109985
201,20.7789545828204,97.0,542.4420908343592
202,3.3580853008573235,72.0,399.2838293982854
203,16.371274112334262,82.0,469.25745177533145
204,20.22955472699841,108.0,545.5408905460032
205,3.1703421838675454,68.0,415.6593156322649
206,14.000425445893281,67.0,325.99914910821343
207,2.082313504412388,80.0,435.83537299117523
208,18.58172488503131,45.0,259.8365502299374
209,9.072200852021862,60.0,356.85559829595627
210,19.715041646475044,64.0,307.5699167070499
211,20.654185738035277,76.0,397.69162852392947
212,9.14299505079596,75.0,396.7140098984081
213,3.5987967736730946,86.0,445.8024064526538
214,8.76305379531249,97.0,498.473892409375
215,5.941038263059228,87.0,513.1179234738815
216,3.790907223695062,117.0,592.4181855526099
217,18.998340763111685,85.0,408.00331847377663
218,17.67797181786822,97.0,464.6440563642636
219,5.823046040120081,78.0,477.3539079197598
220,21.552481563054553,65.0,368.8950368738909
221,7.018968173863105,112.0,593.9620636522737
222,13.086954831421227,96.0,538.8260903371576
223,18.048539473448532,114.0,608.9029210531029
224,11.870766430568489,50.0,284.258467138863
225,6.93571375114035,57.0,334.1285724977193
226,17.66727787291545,68.0,370.6654442541691
227,17.939546919234196,80.0,401.1209061615316
228,4.11471120670933,108.0,548.7705775865813
229,13.693831659585662,97.0,497.61233668082866
230,8.288136640472796,50.0,307.4237267190544
231,21.397211905253325,78.0,396.20557618949334
232,6.3630862751134325,81.0,471.27382744977314
233,5.9042638742949,79.0,435.1914722514102
234,10.865841589325216,88.0,479.2683168213496
235,2.958220816020905,94.0,510.0835583679582
236,21.99043475352807,67.0,307.0191304929439
237,19.862510419927993,64.0,340.274979160144
238,15.787491081289067,73.0,392.4250178374219
239,4.004314271510561,50.0,273.99137145697887
240,16.5327401911645,113.0,597.934519617671
241,17.471073966993814,90.0,499.0578520660124
242,7.720355561410404,56.0,336.5592888771792
243,7.957879668080084,78.0,383.0842406638398
244,2.6533640463838086,63.0,355.6932719072324
245,14.176732189892077,113.0,604.6465356202159
246,21.291476619244417,108.0,538.4170467615112
247,4.475694397182533,41.0,221.04861120563493
248,10.876110027942941,92.0,476.24777994411414
249,11.190593682926657,67.0,321.6188126341467
250,17.15539934950567,91.0,505.68920130098866
251,2.6208039759348516,110.0,626.7583920481303
252,10.529195515917163,64.0,387.94160896816567
253,14.502112259661956,81.0,433.9957754806761
254,11.67660690145729,54.0,319.6467861970854
255,6.555580733673368,53.0,281.88883853265327
256,7.991909062831933,93.0,511.01618187433616
257,18.756370112376338,70.0,355.4872597752473
258,6.531706139330471,72.0,379.93658772133904
259,19.05480820987362,80.0,443.8903835802528
260,4.231156126021934,49.0,270.5376877479561
261,11.544323981299122,66.0,402.91135203740174
262,13.009556581655893,107.0,521.9808868366882
263,14.225748838381751,100.0,548.5485023232366
264,3.7744503369623166,70.0,366.45109932607534
265,6.692024775945791,51.0,296.61595044810844
266,16.691438691541045,105.0,578.6171226169179
267,19.83162514761446,64.0,348.3367497047711
268,12.425622203415976,68.0,321.14875559316806
269,18.75294935171672,68.0,342.49410129656655
270,8.360813052932883,69.0,408.27837389413423
271,13.872157490306094,75.0,351.2556850193878
272,20.135545821906078,41.0,244.72890835618784
273,16.436934468999127,46.0,280.1261310620017
274,7.417050609997571,52.0,259.16589878000485
275,11.292954697730833,56.0,332.41409060453833
276,3.763535242884735,102.0,584.4729295142305
277,10.353691688523625,111.0,565.2926166229528
278,19.434688290440345,53.0,296.13062341911933
279,4.474108327236404,97.0,492.05178334552716
280,9.838804884363658,105.0,507.3223902312727
281,9.691277676709273,81.0,469.6174446465815
282,7.7440725871233855,71.0,354.51185482575323
283,21.765460844508535,86.0,393.4690783109829
284,16.733475336678612,118.0,570.5330493266428
285,3.136959701284823,84.0,482.7260805974304
286,20.21350116097777,97.0,523.5729976780444
287,12.555227429932575,54.0,268.8895451401348
288,13.584159147052269,109.0,556.8316817058954
289,15.88899469934725,106.0,523.2220106013056
290,18.998417415971755,65.0,303.0031651680565
291,21.55757643871837,89.0,470.88484712256326
292,8.402389193761284,106.0,600.1952216124774
293,19.20606315075251,78.0,412.587873698495
294,8.344641522003545,55.0,311.3107169559929
295,9.387236347470763,51.0,300.22552730505845
296,4.173078568767373,55.0,282.65384286246524
297,15.23259543908563,79.0,438.53480912182874
298,11.945005911440802,50.0,295.1099881771184
299,14.653903766949135,48.0,228.69219246610174
300,13.197279222506802,81.0,382.6054415549864
301,2.8893026932214654,90.0,519.2213946135571
302,16.581306732694287,114.0,562.8373865346114
303,2.0297821250574315,108.0,593.9404357498852
304,6.406106508660628,77.0,442.18778698267874
305,20.730548563832066,109.0,602.5389028723358
306,10.650947657128595,93.0,491.6981046857428
307,14.046836158209553,61.0,343.9063276835809
308,11.984356243431138,116.0,570.0312875131377
309,10.506408724470088,88.0,508.98718255105985
310,16.83726805686222,108.0,539.3254638862755
311,18.125784486519514,53.0,269.748431026961
312,13.072117087961557,42.0,262.8557658240769
313,13.185382286816415,47.0,303.62923542636713
314,13.41191999612677,67.0,404.1761600077465
315,6.476246403307309,88.0,449.0475071933854
316,19.38015659119103,72.0,322.23968681761795
317,7.021395766022407,101.0,517.9572084679552
318,7.568420251528345,104.0,580.8631594969434
319,21.9322766230666,42.0,176.1354467538668
320,8.362555361624004,110.0,608.274889276752
321,21.782907703915335,74.0,416.43418459216934
322,13.520021511870626,110.0,530.9599569762587
323,21.760132679060753,85.0,451.4797346418785
324,19.041336182111458,81.0,376.9173276357771
325,16.08272043602107,87.0,483.83455912795785
326,19.027657718355076,80.0,404.94468456328985
327,18.97331981567109,84.0,417.0533603686578
328,7.62419558605635,118.0,626.7516088278873
329,3.5188265286363234,118.0,629.9623469427273
330,7.413460124808331,82.0,472.17307975038335
331,4.155335115450114,118.0,643.6893297690998
332,4.785201454203996,95.0,523.4295970915921
333,13.347665824973527,107.0,515.3046683500529
334,2.39199401844378,101.0,586.2160119631125
335,8.864448666534544,47.0,314.2711026669309
336,11.674795401611986,87.0,496.650409196776
337,11.48583691475606,115.0,643.0283261704878
338,13.58823486262033,94.0,491.8235302747593
339,10.434629570214954,106.0,587.1307408595701
340,18.38140636693509,96.0,456.2371872661298
341,13.020321436148047,91.0,470.9593571277039
342,20.12216754072529,76.0,418.7556649185494
343,18.384280119166036,71.0,323.23143976166796
344,18.499940391607478,67.0,332.00011921678504
345,14.346593919278435,100.0,551.3068121614431
346,11.083123102434413,100.0,570.8337537951312
347,10.631959344348488,50.0,249.736081311303
348,18.888531474609525,65.0,327.22293705078096
349,16.067872533226655,95.0,532.8642549335467
350,9.861744269612705,58.0,274.2765114607746
351,6.821388627800962,107.0,551.3572227443981
352,15.285822163410309,63.0,298.4283556731794
353,16.77727181017486,103.0,551.4454563796503
354,5.713958936163831,115.0,569.5720821276724
355,13.18611508004659,41.0,244.62776983990682
356,3.6304548963765186,95.0,508.73909020724693
357,3.2650626936206177,53.0,313.46987461275876
358,6.338852033566461,118.0,671.3222959328671
359,14.913651852742632,76.0,368.1726962945147
360,6.331567399073448,75.0,417.33686520185313
361,13.229811339956584,95.0,534.5403773200868
362,16.669052502333162,58.0,334.6618949953337
363,19.722504783391557,59.0,281.55499043321686
364,11.80757192112793,106.0,576.3848561577441
365,12.436266601183421,83.0,479.12746679763313
366,14.140823964639171,41.0,248.71835207072166
367,15.370905815721725,57.0,271.25818836855655
368,12.797779288662788,90.0,509.40444142267444
369,17.17209487560187,100.0,479.65581024879623
370,15.730108684880362,79.0,440.5397826302393
371,11.483222570764063,110.0,539.0335548584719
372,4.293536112430301,109.0,628.4129277751395
373,12.847354982799187,63.0,348.30529003440165
374,6.951670215749466,40.0,200.09665956850108
375,2.4665074617718568,47.0,241.06698507645626
376,18.754400747494287,98.0,471.4911985050114
377,7.775140991385901,98.0,497.4497180172282
378,19.724048564290594,100.0,535.5519028714189
379,18.650749859735786,107.0,589.6985002805284
380,3.7513741210386313,56.0,280.49725175792275
381,13.645020724626644,94.0,453.7099585507467
382,20.977930950910743,57.0,280.0441380981785
383,16.681221284805062,55.0,336.63755743038985
384,19.385388269657515,76.0,387.229223460685
385,21.81996473014275,110.0,525.3600705397145
386,4.978863025521217,57.0,298.0422739489576
387,18.780617772953793,70.0,342.4387644540924
388,19.539469599700787,115.0,619.9210608005984
389,20.740956633894776,94.0,454.51808673221046
390,5.604916183964059,56.0,275.79016763207187
391,19.21544568716068,58.0,295.5691086256786
392,19.089729405579902,45.0,192.8205411888402
393,18.769557380606976,68.0,319.46088523878603
394,11.41127168580405,67.0,384.1774566283919
395,12.45566129117929,108.0,518.0886774176414
396,3.021165146336087,54.0,291.9576697073278
397,6.300711432760793,103.0,575.3985771344784
398,13.594058977044341,114.0,617.8118820459113
399,13.825448193846908,90.0,486.3491036123062
400,18.121125143006864,100.0,511.7577497139863
401,11.073970533592949,93.0,515.8520589328141
402,15.954405967427379,118.0,613.0911880651453
403,17.7903593770768,112.0,573.4192812458464
404,17.2203005117968,60.0,266.5593989764064
405,8.884827969085766,100.0,573.2303440618284
406,14.364661875447837,52.0,310.2706762491043
407,19.933646214058392,82.0,452.1327075718832
408,4.9802092427050635,65.0,345.0395815145899
409,18.781985782123087,82.0,390.4360284357538
410,18.08094300094912,114.0,575.8381139981018
411,21.83377130043041,54.0,257.3324573991392
412,5.226448938258832,109.0,553.5471021234823
413,6.464577192801274,59.0,322.07084561439746
414,15.79056533373203,49.0,293.4188693325359
415,11.406610666962212,47.0,294.1867786660756
416,11.140157991541976,50.0,281.71968401691606
417,19.975942948918984,118.0,603.048114102162
418,12.475724458338306,117.0,610.0485510833234
419,5.103570563594237,52.0,300.7928588728115
420,20.24498150125499,52.0,233.51003699749003
421,7.286946732913853,68.0,411.4261065341723
422,8.076667996531402,51.0,292.8466640069372
423,14.16574318525745,65.0,301.6685136294851
424,7.244423812004621,60.0,347.5111523759908
425,3.231051429984904,59.0,346.53789714003017
426,16.101105310153933,109.0,602.7977893796922
427,14.62244005066568,102.0,540.7551198986687
428,17.820810348977986,66.0,328.358379302044
429,13.56432399181215,56.0,256.8713520163757
430,17.980824096215134,76.0,347.0383518075697
431,8.973179356472807,117.0,611.0536412870543
432,5.005142046159559,86.0,437.9897159076809
433,14.559051104104926,81.0,450.88189779179015
434,20.9097514334631,93.0,460.1804971330738
435,5.577333136999803,87.0,507.8453337260004
436,16.213904699219206,51.0,258.5721906015616
437,6.187475843104753,113.0,617.6250483137904
438,2.590962134812183,82.0,470.81807573037565
439,18.293005289736602,99.0,467.4139894205268
440,17.384313220230332,75.0,396.23137355953935
441,15.24021019268912,53.0,262.51957961462176
442,17.92193621510765,90.0,498.1561275697847
443,18.979626085340207,102.0,507.04074782931957
444,14.030227204819601,92.0,451.9395455903608
445,21.593822016986742,70.0,380.81235596602653
446,14.551367208841928,68.0,395.89726558231615
447,2.463976408202391,90.0,446.0720471835952
448,10.71290600463727,101.0,504.5741879907255
449,14.882728853873019,107.0,564.234542292254
450,21.934645612488783,86.0,479.1307087750224
451,17.291934986301346,83.0,439.4161300273973
452,18.72024158334081,76.0,432.5595168333184
453,8.239408016995826,55.0,315.5211839660083
454,5.661754616205004,77.0,432.67649076759
455,12.615428287184729,64.0,384.76914342563055
456,8.405871898291798,51.0,315.1882562034164
457,19.57696510485776,49.0,253.84606979028447
458,5.408925163113084,70.0,409.18214967377384
459,14.763479445727876,80.0,455.47304110854424
460,18.51435137127525,104.0,569.9712972574495
461,2.0077012585973657,106.0,562.9845974828053
462,19.027206293704584,99.0,514.9455874125908
463,6.44258141611302,115.0,636.114837167774
464,14.820495596560432,46.0,260.35900880687916
465,6.56652569661639,59.0,378.8669486067672
466,19.783570667618516,98.0,454.432858664763
467,15.361799506740507,79.0,380.276400986519
468,7.935282941524851,63.0,329.1294341169503
469,10.65501354675817,85.0,412.68997290648366
470,13.741804894333438,106.0,544.5163902113331
471,11.848697097272765,111.0,576.3026058054545
472,9.524011966955136,53.0,335.95197606608974
473,21.164278645529443,88.0,407.67144270894113
474,15.434370621481726,70.0,414.13125875703656
475,18.616407603025507,79.0,449.767184793949
476,11.747389235844494,61.0,287.50522152831104
477,13.840348362233195,105.0,526.3193032755336
478,12.239470690581246,103.0,495.5210586188375
479,12.474180920947047,86.0,462.0516381581059
480,4.183197837320423,83.0,448.63360432535916
481,17.01469444693577,75.0,403.97061110612844
482,18.690431503138445,47.0,249.61913699372312
483,8.980217903672226,92.0,464.0395641926556
484,6.763775798633376,88.0,498.4724484027332
485,9.994698785275077,63.0,314.0106024294498
486,3.113258220596156,86.0,447.7734835588077
487,12.614187292203916,111.0,532.7716254155922
488,9.062109822279144,57.0,297.8757803554417
489,18.863533525432743,80.0,395.27293294913454
490,15.286849579413712,54.0,242.42630084117258
491,19.11005227148461,100.0,482.77989545703076
492,11.706251777007038,48.0,228.58749644598595
493,9.238082500907641,97.0,562.5238349981847
494,18.974813513234043,53.0,270.0503729735319
495,18.515846462659315,51.0,266.9683070746814
496,21.504150710278022,40.0,240.99169857944395
497,7.116856132485177,52.0,328.76628773502966
498,15.170470672339787,92.0,435.65905865532045
499,9.744432197127837,73.0,412.5111356057443
500,3.869482128953721,101.0,526.2610357420925
501,10.361800497966241,42.0,280.2763990040675
502,13.722232124736207,106.0,537.5555357505276
503,2.6026632926294417,107.0,566.7946734147412
504,9.495176457740287,63.0,361.00964708451943
505,13.242661652479118,77.0,422.51467669504177
506,18.853616000656185,76.0,345.2927679986876
507,12.482000692630795,91.0,456.0359986147384
508,14.302745484749924,55.0,280.39450903050016
509,12.222019448555047,92.0,462.5559611028899
510,7.599932727628807,72.0,415.8001345447424
511,20.496804317611282,101.0,510.0063913647774
512,2.361532787723957,70.0,393.2769344245521
513,3.0269141984546026,76.0,399.9461716030908
514,20.3501740055178,64.0,378.2996519889644
515,4.300980085359152,58.0,296.3980398292817
516,4.790436216736893,59.0,354.4191275665262
517,10.061546445361396,114.0,617.8769071092772
518,8.968901032079241,54.0,298.06219793584154
519,21.618433766006603,110.0,538.7631324679868
520,20.91830741305985,61.0,290.16338517388033
521,18.97239750475751,111.0,607.055204990485
522,19.897577485327634,54.0,251.2048450293447
523,9.296539143084914,107.0,596.4069217138301
524,15.507756199974272,110.0,535.9844876000515
525,9.549700079026264,84.0,470.9005998419475
526,9.637349641717215,108.0,601.7253007165656
527,3.3831245941155723,52.0,335.23375081176886
528,12.346356120055884,101.0,540.3072877598883
529,16.599216899298263,113.0,581.8015662014035
530,10.177001798839076,94.0,547.6459964023218
531,21.86471104972955,58.0,313.2705779005409
