X,Y
40.0,98.0
40.80808080808081,95.61616161616162
41.61616161616162,68.23232323232324
42.42424242424242,66.84848484848484
43.23232323232323,72.46464646464646
44.04040404040404,102.08080808080808
44.84848484848485,124.6969696969697
45.656565656565654,95.31313131313131
46.464646464646464,118.92929292929293
47.27272727272727,114.54545454545455
48.08080808080808,129.16161616161617
48.888888888888886,132.77777777777777
49.696969696969695,116.39393939393939
50.505050505050505,115.01010101010101
51.313131313131315,117.62626262626263
52.121212121212125,116.24242424242425
52.92929292929293,99.85858585858585
53.73737373737374,102.47474747474747
54.54545454545455,130.0909090909091
55.35353535353535,121.7070707070707
56.161616161616166,98.32323232323233
56.96969696969697,145.93939393939394
57.77777777777778,133.55555555555554
58.58585858585859,105.17171717171718
59.39393939393939,103.78787878787878
60.2020202020202,154.40404040404042
61.01010101010101,132.02020202020202
61.81818181818181,119.63636363636363
62.62626262626263,159.25252525252526
63.43434343434343,134.86868686868686
64.24242424242425,158.4848484848485
65.05050505050505,136.1010101010101
65.85858585858585,163.7171717171717
66.66666666666667,159.33333333333334
67.47474747474747,126.94949494949495
68.28282828282829,145.56565656565658
69.0909090909091,167.1818181818182
69.8989898989899,169.7979797979798
70.7070707070707,155.4141414141414
71.51515151515152,149.03030303030303
72.32323232323233,155.64646464646466
73.13131313131314,174.26262626262627
73.93939393939394,137.87878787878788
74.74747474747474,153.49494949494948
75.55555555555556,177.11111111111111
76.36363636363636,190.72727272727272
77.17171717171718,149.34343434343435
77.97979797979798,168.95959595959596
78.78787878787878,142.57575757575756
79.5959595959596,157.1919191919192
80.4040404040404,193.8080808080808
81.21212121212122,193.42424242424244
82.02020202020202,188.04040404040404
82.82828282828282,151.65656565656565
83.63636363636363,196.27272727272725
84.44444444444444,181.88888888888889
85.25252525252526,196.50505050505052
86.06060606060606,181.12121212121212
86.86868686868686,192.73737373737373
87.67676767676767,169.35353535353534
88.48484848484848,173.96969696969697
89.2929292929293,216.5858585858586
90.1010101010101,202.2020202020202
90.9090909090909,186.8181818181818
91.71717171717171,202.43434343434342
92.52525252525253,192.05050505050505
93.33333333333334,178.66666666666669
94.14141414141415,175.2828282828283
94.94949494949495,177.8989898989899
95.75757575757575,200.5151515151515
96.56565656565657,176.13131313131314
97.37373737373737,231.74747474747474
98.18181818181819,214.36363636363637
98.98989898989899,212.97979797979798
99.79797979797979,222.59595959595958
100.6060606060606,208.2121212121212
101.41414141414141,220.82828282828282
102.22222222222223,195.44444444444446
103.03030303030303,209.06060606060606
103.83838383838383,216.67676767676767
104.64646464646465,226.2929292929293
105.45454545454545,197.9090909090909
106.26262626262626,201.5252525252525
107.07070707070707,251.14141414141415
107.87878787878788,251.75757575757575
108.68686868686869,253.37373737373738
109.4949494949495,201.989898989899
110.3030303030303,252.6060606060606
111.11111111111111,208.22222222222223
111.91919191919192,227.83838383838383
112.72727272727272,248.45454545454544
113.53535353535354,214.07070707070707
114.34343434343434,228.68686868686868
115.15151515151516,250.3030303030303
115.95959595959596,248.91919191919192
116.76767676767676,271.5353535353535
117.57575757575758,227.15151515151516
118.38383838383838,224.76767676767676
119.1919191919192,228.3838383838384
120.0,225.0
